horizon,coef,se,p_value,ci_lower,ci_upper,n_obs,fci_type,credit_measure,adjusted
12,-10.3192362765822,3.27226505312204,0.00176447970625088,-15.7016333175565,-4.93683923560785,334,FCI_ENDO,Real_MN,FALSE
13,-10.6457073171619,3.52670724937147,0.00274227107957606,-16.4466245274866,-4.84479010683719,333,FCI_ENDO,Real_MN,FALSE
14,-10.2982386479843,3.53960293824165,0.00387359116547355,-16.1203673789192,-4.47610991704945,332,FCI_ENDO,Real_MN,FALSE
15,-9.29712235383288,3.35488904248438,0.0059114128394156,-14.8154237633831,-3.77882094428269,331,FCI_ENDO,Real_MN,FALSE
16,-8.13051489794781,2.99214616050371,0.00694138639087225,-13.0521573624213,-3.20887243347436,330,FCI_ENDO,Real_MN,FALSE
17,-7.19343680245563,2.82995503687659,0.0114997240511791,-11.8482986089717,-2.53857499593959,329,FCI_ENDO,Real_MN,FALSE
18,-6.09647095230683,2.82843919021537,0.0318815433973185,-10.7488394129443,-1.44410249166939,328,FCI_ENDO,Real_MN,FALSE
19,-5.84664606648819,2.89677282694663,0.044401368013946,-10.6114133573458,-1.08187877563056,327,FCI_ENDO,Real_MN,FALSE
20,-5.78395869431045,2.95552482856982,0.0512306142687546,-10.6453644281286,-0.922552960492247,326,FCI_ENDO,Real_MN,FALSE
21,-4.59520536811839,3.08889678660621,0.13784604194545,-9.67598845084636,0.485577714609581,325,FCI_ENDO,Real_MN,FALSE
22,-4.03788879866967,3.10741361737538,0.194750208698194,-9.14912935764794,1.07335176030861,324,FCI_ENDO,Real_MN,FALSE
23,-3.90933741969659,2.99495920167459,0.192750530586132,-8.83560692514273,1.01693208574954,323,FCI_ENDO,Real_MN,FALSE
24,-3.7311380483298,2.78713361024245,0.181645833146825,-8.31556487593544,0.853288779275846,322,FCI_ENDO,Real_MN,FALSE
1,-1.15523672743698,0.918832401116568,0.20952789189482,-2.6665815349741,0.356108080100134,345,FCI_ENDO,Total_FXadj,TRUE
2,-1.93874085119075,1.08027979582356,0.0736138531834844,-3.71564299147352,-0.161838710907985,344,FCI_ENDO,Total_FXadj,TRUE
3,-3.69705207967148,1.31323298307413,0.0051653109160583,-5.85712811491326,-1.5369760444297,343,FCI_ENDO,Total_FXadj,TRUE
4,-5.71830269507241,1.49487122492274,0.000156111267227357,-8.17714705121196,-3.25945833893285,342,FCI_ENDO,Total_FXadj,TRUE
5,-6.74244615824245,1.76809021799199,0.000163560190665746,-9.650695766084,-3.83419655040091,341,FCI_ENDO,Total_FXadj,TRUE
6,-7.33586007715254,2.13110164882864,0.000651304588486783,-10.8412103536306,-3.83050980067448,340,FCI_ENDO,Total_FXadj,TRUE
7,-7.3076614837826,2.25208941604798,0.00129632079416174,-11.0120189279881,-3.60330403957705,339,FCI_ENDO,Total_FXadj,TRUE
8,-7.82516756638017,2.49035603283059,0.00183028877809262,-11.921438719382,-3.7288964133783,338,FCI_ENDO,Total_FXadj,TRUE
9,-8.35527628733275,2.87197221470597,0.00387189823793913,-13.0792502011957,-3.63130237346979,337,FCI_ENDO,Total_FXadj,TRUE
10,-9.0390067015051,3.16388735875892,0.0045531813716228,-14.2431382988256,-3.83487510418458,336,FCI_ENDO,Total_FXadj,TRUE
11,-9.70399970578215,3.40388250912524,0.00463966201971493,-15.3028881966335,-4.10511121493083,335,FCI_ENDO,Total_FXadj,TRUE
12,-9.65979023269827,3.53022832142238,0.00655696909293123,-15.4664990911567,-3.85308137423986,334,FCI_ENDO,Total_FXadj,TRUE
13,-9.81316112938444,3.79907533332279,0.0102341513254076,-16.0620839704623,-3.56423828830658,333,FCI_ENDO,Total_FXadj,TRUE
14,-9.28384477408846,3.85585832625198,0.0166160278166532,-15.6261673270351,-2.94152222114186,332,FCI_ENDO,Total_FXadj,TRUE
15,-8.06671018012042,3.65056438470666,0.0278325566723908,-14.071354248725,-2.06206611151579,331,FCI_ENDO,Total_FXadj,TRUE
16,-7.07958585343679,3.53842858926706,0.0462641036965928,-12.8997829522015,-1.25938875467208,330,FCI_ENDO,Total_FXadj,TRUE
17,-6.44384175136445,3.54063175235314,0.0697036644112972,-12.2676627309221,-0.620020771806838,329,FCI_ENDO,Total_FXadj,TRUE
18,-5.94934163803795,3.49748854259272,0.0899175156810771,-11.7021983525428,-0.196484923533088,328,FCI_ENDO,Total_FXadj,TRUE
19,-5.94576627653452,3.41994521117718,0.083086871292644,-11.5710755611146,-0.320456991954416,327,FCI_ENDO,Total_FXadj,TRUE
20,-6.1099178385252,3.33287818938592,0.067712571947793,-11.5920146165241,-0.627821060526323,326,FCI_ENDO,Total_FXadj,TRUE
21,-5.32847891592073,3.34955909794751,0.112660814716826,-10.838013346868,0.181055515026541,325,FCI_ENDO,Total_FXadj,TRUE
22,-4.75498071226158,3.20148128546091,0.138485651278908,-10.0209488162692,0.510987391746061,324,FCI_ENDO,Total_FXadj,TRUE
23,-4.58202439336703,2.9286342128671,0.11869975466534,-9.39919900041564,0.235150213681584,323,FCI_ENDO,Total_FXadj,TRUE
24,-5.10647234554489,2.86085571008268,0.0752446596154041,-9.8121612364592,-0.400783454630568,322,FCI_ENDO,Total_FXadj,TRUE
1,-1.1248947754019,1.41752247882604,0.428012709097901,-3.45651176598415,1.20672221518036,345,FCI_ENDO,USD_clean,TRUE
2,-1.99180484399578,1.83303053459915,0.277991379998204,-5.00687176714399,1.02326207915244,344,FCI_ENDO,USD_clean,TRUE
3,-3.54446419217388,2.27621810208538,0.120382249257113,-7.28850979312161,0.199581408773859,343,FCI_ENDO,USD_clean,TRUE
4,-5.57916746518251,2.74243370575684,0.0427095491087038,-10.0900694927706,-1.06826543759441,342,FCI_ENDO,USD_clean,TRUE
5,-6.3478585109701,3.33026351269672,0.0575041129908554,-11.8256545285334,-0.870062493406762,341,FCI_ENDO,USD_clean,TRUE
6,-6.70600727843848,3.8153529913009,0.0797391921415615,-12.9817044842799,-0.430310072597047,340,FCI_ENDO,USD_clean,TRUE
7,-5.96833657452596,4.41035499757496,0.176905973435728,-13.2227249884307,1.28605183937877,339,FCI_ENDO,USD_clean,TRUE
8,-5.94019429826496,4.95863390549831,0.231804142564333,-14.0964212624484,2.21603266591848,338,FCI_ENDO,USD_clean,TRUE
9,-6.26851880707611,5.45701939354566,0.251518772179167,-15.2445169488942,2.70747933474199,337,FCI_ENDO,USD_clean,TRUE
10,-6.72570440174532,5.85064874679036,0.251168085214217,-16.3491652129225,2.8977564094319,336,FCI_ENDO,USD_clean,TRUE
11,-7.32209729127917,6.0421071758167,0.226454744668951,-17.2604791938508,2.61628461129243,335,FCI_ENDO,USD_clean,TRUE
12,-7.06671498797752,5.96969820537008,0.237376859824061,-16.8859947328862,2.75256475693114,334,FCI_ENDO,USD_clean,TRUE
13,-7.39307637036869,6.19400808755603,0.23351889459638,-17.581313038552,2.7951602978146,333,FCI_ENDO,USD_clean,TRUE
14,-6.67626643706004,5.97743674916667,0.264867569459886,-16.5082749537999,3.15574207967977,332,FCI_ENDO,USD_clean,TRUE
15,-5.34191893355753,5.55210701605894,0.336704419468997,-14.4743222961448,3.79048442902974,331,FCI_ENDO,USD_clean,TRUE
16,-4.90043143264378,5.25721560848581,0.351972017583253,-13.5477815939276,3.74691872863999,330,FCI_ENDO,USD_clean,TRUE
17,-4.89536164612366,4.95751673640509,0.324166709529192,-13.0497510306722,3.25902773842488,329,FCI_ENDO,USD_clean,TRUE
18,-5.07452415712498,4.50181958532821,0.260503568287388,-12.4793584299333,2.33031011568329,328,FCI_ENDO,USD_clean,TRUE
19,-5.46692021450965,4.18988883484242,0.192914152961897,-12.3586740610237,1.42483363200437,327,FCI_ENDO,USD_clean,TRUE
20,-5.71422989544099,3.84738653962447,0.13848461018675,-12.0426175994266,0.614157808544593,326,FCI_ENDO,USD_clean,TRUE
21,-5.48507934048971,3.69217638502871,0.138389513625725,-11.5581690587488,0.588010377769327,325,FCI_ENDO,USD_clean,TRUE
22,-4.59382843263709,3.51658919993844,0.192399237900869,-10.3781029326542,1.19044606738003,324,FCI_ENDO,USD_clean,TRUE
23,-4.30667468941368,3.32000165267729,0.195524026780246,-9.7675914493048,1.15424207047744,323,FCI_ENDO,USD_clean,TRUE
24,-5.36580208943537,3.53866118032383,0.130449965447677,-11.1863817664434,0.454777587572649,322,FCI_ENDO,USD_clean,TRUE
1,0.787445651489267,0.761649791543322,0.301945682471219,-0.465356770597598,2.04024807357613,345,FCI_EXO,Total,FALSE
2,0.151076335561366,1.12355275224632,0.893117655906364,-1.69700348404231,1.99915615516504,344,FCI_EXO,Total,FALSE
3,0.208538161058381,1.4111875900449,0.882610092238247,-2.11265886473587,2.52973518685264,343,FCI_EXO,Total,FALSE
4,-0.0723224110872883,1.73197993033958,0.966717533017407,-2.9211758813135,2.77653105913893,342,FCI_EXO,Total,FALSE
5,-0.123880420053515,1.86337416832716,0.947034526559746,-3.18885817919413,2.9410973390871,341,FCI_EXO,Total,FALSE
6,0.287160858369685,1.9249292966686,0.881503041078064,-2.87906607688081,3.45338779362018,340,FCI_EXO,Total,FALSE
7,-0.748400373247037,1.85946021075772,0.687591068826726,-3.80694024508382,2.31013949858975,339,FCI_EXO,Total,FALSE
8,-1.68699162362473,1.76703816170274,0.34043456197626,-4.59351075286313,1.21952750561368,338,FCI_EXO,Total,FALSE
9,-2.02003033877922,1.82269740414453,0.268564687780881,-5.01810077482138,0.978040097262943,337,FCI_EXO,Total,FALSE
10,-1.49443033670664,1.90429887164839,0.433162020607271,-4.62672324253709,1.63786256912382,336,FCI_EXO,Total,FALSE
11,-1.87029350886833,2.08088217771253,0.36942753130076,-5.29304010613747,1.55245308840081,335,FCI_EXO,Total,FALSE
12,-2.68056223298433,2.08634520461295,0.199778448406338,-6.11229470986476,0.751170243896093,334,FCI_EXO,Total,FALSE
13,-2.77182229323064,1.97637358801725,0.161735642304964,-6.0226675576919,0.479022971230623,333,FCI_EXO,Total,FALSE
14,-2.39563367233016,1.82544079981188,0.190336633628428,-5.39821659268593,0.606949248025603,332,FCI_EXO,Total,FALSE
15,-2.81136822078023,1.64272560984443,0.0879754224426922,-5.5134113982189,-0.109325043341555,331,FCI_EXO,Total,FALSE
16,-3.02530550445888,1.65274330060859,0.0681117673940118,-5.74382631688467,-0.306784692033084,330,FCI_EXO,Total,FALSE
17,-2.77003462996949,1.79057634159999,0.122856072457805,-5.71527061978373,0.17520135984475,329,FCI_EXO,Total,FALSE
18,-2.70541203952758,1.90748159136475,0.157080792123952,-5.84294005342705,0.432115974371889,328,FCI_EXO,Total,FALSE
19,-2.16053419790774,1.81759001600407,0.235457852616755,-5.15020372804281,0.829135332227327,327,FCI_EXO,Total,FALSE
20,-1.75994659220085,1.92156192457744,0.360423237151146,-4.9206346932539,1.4007415088522,326,FCI_EXO,Total,FALSE
21,-1.19969585874922,1.94773514542867,0.538377678089234,-4.40343507704841,2.00404335954998,325,FCI_EXO,Total,FALSE
22,-0.808050591027615,1.99111636673021,0.685146336812148,-4.08314556852623,2.467044386471,324,FCI_EXO,Total,FALSE
23,0.108603038528557,1.94480245106264,0.955502853731883,-3.09031232680594,3.30751840386305,323,FCI_EXO,Total,FALSE
24,0.330726040220469,1.87159900921026,0.859852975992032,-2.74778037827781,3.40923245871875,322,FCI_EXO,Total,FALSE
1,2.19607451580316,1.68667023889888,0.193807532485669,-0.578251144120761,4.97040017572708,345,FCI_EXO,USD,FALSE
2,1.2713732142962,2.1177539238328,0.548687743049589,-2.21202200831089,4.7547684369033,344,FCI_EXO,USD,FALSE
3,1.32549344682516,2.44385374923912,0.587921738221582,-2.69428825634976,5.34527515000009,343,FCI_EXO,USD,FALSE
4,1.73548591643699,2.89131828028951,0.548756783695306,-3.0203094435683,6.49128127644229,342,FCI_EXO,USD,FALSE
5,1.2758233584179,3.01064276299774,0.67200884775126,-3.67624330975414,6.22789002658994,341,FCI_EXO,USD,FALSE
6,2.12117238993669,3.28938411327333,0.5194712172815,-3.2893829992175,7.53172777909088,340,FCI_EXO,USD,FALSE
7,0.614468167082176,3.20753534276014,0.848197427152569,-4.66145797503187,5.89039430919623,339,FCI_EXO,USD,FALSE
8,-0.911838038360755,3.19917888774578,0.775807318945866,-6.17401903513597,4.35034295841446,338,FCI_EXO,USD,FALSE
9,-1.75825196087494,3.11862575829562,0.573284255044456,-6.88793485051178,3.3714309287619,337,FCI_EXO,USD,FALSE
10,-1.37892218321351,2.89426060913802,0.634085848045352,-6.13955724349695,3.38171287706994,336,FCI_EXO,USD,FALSE
11,-2.10074326601825,2.91034093159061,0.470925541583284,-6.8878281030104,2.68634157097389,335,FCI_EXO,USD,FALSE
12,-4.34737726775073,2.82623378558183,0.124973163784587,-8.99611816057779,0.301363625076319,334,FCI_EXO,USD,FALSE
13,-4.98130208093878,2.72828490214618,0.0688064483912671,-9.46893139759086,-0.493672764286689,333,FCI_EXO,USD,FALSE
14,-4.23031895854433,2.63874339905528,0.109883552582518,-8.57066560907467,0.110027691986007,332,FCI_EXO,USD,FALSE
15,-4.25339554052,2.59358704163941,0.101994767359554,-8.51946659277492,0.0126755117349244,331,FCI_EXO,USD,FALSE
16,-5.17724049356574,2.43694627744729,0.0343988810408488,-9.18566041671081,-1.16882057042067,330,FCI_EXO,USD,FALSE
17,-5.03372703765155,2.46153675765529,0.041682375141701,-9.08259470135522,-0.984859373947882,329,FCI_EXO,USD,FALSE
18,-5.04590875806033,2.36120408163153,0.0333625564696107,-8.92974385570457,-1.16207366041609,328,FCI_EXO,USD,FALSE
19,-4.08656635364954,2.40597456077336,0.0903962906002883,-8.04404233629057,-0.129090371008508,327,FCI_EXO,USD,FALSE
20,-3.93258246589013,2.54336900210184,0.123057907816111,-8.11605219367329,0.250887261893036,326,FCI_EXO,USD,FALSE
21,-3.34876487028293,2.51982093127001,0.184822940257555,-7.49350146835065,0.795971727784788,325,FCI_EXO,USD,FALSE
22,-2.46619977692318,2.69388339447571,0.360643787869579,-6.89724364891089,1.96484409506453,324,FCI_EXO,USD,FALSE
23,-0.784887712440588,2.69009016546038,0.770656353474024,-5.20969227792458,3.6399168530434,323,FCI_EXO,USD,FALSE
24,0.334261464008834,2.50515726479138,0.893940144242786,-3.78635554906709,4.45487847708476,322,FCI_EXO,USD,FALSE
1,0.00704067535085707,0.720873669494311,0.992213124656423,-1.17869099449068,1.19277234519239,345,FCI_EXO,Real_MN,FALSE
2,-0.186013225792625,1.16089075174659,0.872794540067237,-2.09550858929742,1.72348213771217,344,FCI_EXO,Real_MN,FALSE
3,-0.0709595612355088,1.48083629533624,0.961809950120734,-2.5067185125407,2.36479939006968,343,FCI_EXO,Real_MN,FALSE
4,-0.796062208926443,1.78301206066112,0.655549396907181,-3.72885606380311,2.13673164595022,342,FCI_EXO,Real_MN,FALSE
5,-0.462085855123416,1.91327238019364,0.809305233388425,-3.609138869031,2.68496715878417,341,FCI_EXO,Real_MN,FALSE
6,-0.177541664279462,1.89712773160918,0.925496223542874,-3.29803909440704,2.94295576584812,340,FCI_EXO,Real_MN,FALSE
7,-1.10843305451107,2.0166940243655,0.582948049815497,-4.42559953494002,2.20873342591788,339,FCI_EXO,Real_MN,FALSE
8,-1.57232476031577,1.94684303848558,0.419891907640353,-4.77459659327399,1.62994707264245,338,FCI_EXO,Real_MN,FALSE
9,-1.60208108549465,2.07213057639871,0.439990036975318,-5.01043257960111,1.80627040861182,337,FCI_EXO,Real_MN,FALSE
10,-1.35020870541624,2.203721784282,0.540506683645247,-4.97500847508445,2.27459106425197,336,FCI_EXO,Real_MN,FALSE
11,-1.97322550655201,2.43654093441456,0.418622454369289,-5.98097869973953,2.03452768663551,335,FCI_EXO,Real_MN,FALSE
12,-2.32600032249376,2.60090815242381,0.371825610416964,-6.60411353037571,1.9521128853882,334,FCI_EXO,Real_MN,FALSE
13,-2.13481803503688,2.42102833621136,0.378552712963833,-6.11705527480642,1.84741920473266,333,FCI_EXO,Real_MN,FALSE
14,-2.04716126529207,2.14948192657753,0.341611995011024,-5.58274440828975,1.48842187770561,332,FCI_EXO,Real_MN,FALSE
15,-2.72497537910737,1.97981479747225,0.169666679323261,-5.98148092942179,0.531530171207059,331,FCI_EXO,Real_MN,FALSE
16,-2.56412486579843,1.9748919435534,0.19510079114156,-5.81253304198949,0.684283310392622,330,FCI_EXO,Real_MN,FALSE
17,-2.4665092922998,2.04758290879455,0.22925522000525,-5.83448346631437,0.901464881714766,329,FCI_EXO,Real_MN,FALSE
18,-2.82506306056275,2.13233988360085,0.186170063567234,-6.33245005199689,0.682323930871384,328,FCI_EXO,Real_MN,FALSE
19,-2.26855338911051,2.03515931196501,0.265834195243622,-5.61609256482021,1.0789857865992,327,FCI_EXO,Real_MN,FALSE
20,-1.73238934265829,2.21708102515356,0.435164160458316,-5.37916310812741,1.91438442281082,326,FCI_EXO,Real_MN,FALSE
21,-1.43955651255965,2.24655695596428,0.522130755815525,-5.13481386973056,2.25570084461126,325,FCI_EXO,Real_MN,FALSE
22,-1.12896010395977,2.25215379578816,0.616526301840116,-4.83342344341445,2.57550323549491,324,FCI_EXO,Real_MN,FALSE
23,-0.308923631159367,2.11236317937104,0.883822024283543,-3.78345186818656,3.16560460586783,323,FCI_EXO,Real_MN,FALSE
24,0.0597310505883302,2.0193400566575,0.976421394652956,-3.26178776565316,3.38124986682982,322,FCI_EXO,Real_MN,FALSE
1,-0.574936759598254,0.832348164993098,0.490208253083636,-1.94402765767355,0.794154138477045,345,FCI_EXO,Total_FXadj,TRUE
2,-1.12286695404681,1.24673852922967,0.368428779416547,-3.17356934571038,0.92783543761676,344,FCI_EXO,Total_FXadj,TRUE
3,-1.05416496268589,1.56880479543442,0.502080180731188,-3.63461922043505,1.52628929506327,343,FCI_EXO,Total_FXadj,TRUE
4,-1.78198410080617,1.82718770238119,0.330143227534464,-4.78744042018901,1.22347221857666,342,FCI_EXO,Total_FXadj,TRUE
5,-1.87201021058785,1.93718095045466,0.334572754417393,-5.0583893230045,1.31436890182881,341,FCI_EXO,Total_FXadj,TRUE
6,-2.00144715432775,1.92020234153919,0.29803302256626,-5.1598989402892,1.1570046316337,340,FCI_EXO,Total_FXadj,TRUE
7,-2.99743961005134,1.86006430206531,0.108038919602835,-6.05697312366642,0.0620939035637331,339,FCI_EXO,Total_FXadj,TRUE
8,-3.36684465996863,1.72134667725673,0.0513237824896422,-6.19820798529522,-0.535481334642037,338,FCI_EXO,Total_FXadj,TRUE
9,-3.75687234504521,1.82169979335395,0.0399721773902664,-6.75330185736021,-0.760442832730218,337,FCI_EXO,Total_FXadj,TRUE
10,-3.81520045167165,1.92560350132462,0.0483999684380695,-6.98253635489591,-0.647864548447398,336,FCI_EXO,Total_FXadj,TRUE
11,-4.24736393989809,2.13422069993537,0.0474173413937997,-7.7578445989017,-0.736883280894484,335,FCI_EXO,Total_FXadj,TRUE
12,-4.3707955275184,2.28113403438696,0.056239602715515,-8.12292711754224,-0.618663937494561,334,FCI_EXO,Total_FXadj,TRUE
13,-3.82226069912732,2.17374853386846,0.079634031755388,-7.39775885914131,-0.246762539113338,333,FCI_EXO,Total_FXadj,TRUE
14,-3.62367601864381,1.99801351228359,0.0706669450118979,-6.91011579102151,-0.337236246266103,332,FCI_EXO,Total_FXadj,TRUE
15,-4.09946095541642,1.8568675666986,0.0279722176039275,-7.15373630726917,-1.04518560356367,331,FCI_EXO,Total_FXadj,TRUE
16,-3.88374379911284,1.92503529780171,0.0444812740428209,-7.05014509071159,-0.717342507514097,330,FCI_EXO,Total_FXadj,TRUE
17,-3.44985909950295,2.00976921869631,0.0870361473585504,-6.755635288211,-0.144082910794905,329,FCI_EXO,Total_FXadj,TRUE
18,-3.35128592856958,2.14511662425355,0.119218327656299,-6.87968878820692,0.177116931067768,328,FCI_EXO,Total_FXadj,TRUE
19,-2.82640181162856,2.10610039720276,0.180557121781435,-6.29062868869145,0.637825065434333,327,FCI_EXO,Total_FXadj,TRUE
20,-2.23706027708205,2.21864004288538,0.31408316209837,-5.88639839852185,1.41227784435774,326,FCI_EXO,Total_FXadj,TRUE
21,-1.58925883963832,2.27781385636561,0.485873418011377,-5.33592922280161,2.15741154352496,325,FCI_EXO,Total_FXadj,TRUE
22,-1.07235174325205,2.27641932425641,0.637919237731991,-4.81672832521761,2.67202483871352,324,FCI_EXO,Total_FXadj,TRUE
23,-0.342833006354544,2.16414576382166,0.874232332070204,-3.90253601522827,3.21687000251918,323,FCI_EXO,Total_FXadj,TRUE
24,-0.321973590713733,2.15272702907014,0.88120441154056,-3.86289445231622,3.21894727088876,322,FCI_EXO,Total_FXadj,TRUE
1,-1.36745223481853,1.09562307664659,0.212866986533337,-3.16959182621241,0.434687356575349,345,FCI_EXO,USD_clean,TRUE
2,-2.2882452068841,1.52410533085179,0.134207621477514,-4.79517538819173,0.218684974423539,344,FCI_EXO,USD_clean,TRUE
3,-2.50174488748011,1.96005159429081,0.202717984452412,-5.72574286136136,0.722253086401145,343,FCI_EXO,USD_clean,TRUE
4,-3.27312343471726,2.26527360165438,0.14942830117639,-6.99916693443589,0.452920065001376,342,FCI_EXO,USD_clean,TRUE
5,-4.01767176137141,2.45649541766724,0.102891419468378,-8.05824715871104,0.0229036359682207,341,FCI_EXO,USD_clean,TRUE
6,-4.65389469650296,2.49180778437243,0.0626958841107592,-8.75255376829386,-0.555235624712059,340,FCI_EXO,USD_clean,TRUE
7,-5.70107429127188,2.30030407506296,0.0136999250492605,-9.48473779223043,-1.91741079031333,339,FCI_EXO,USD_clean,TRUE
8,-6.06491857413325,2.2037959510896,0.0062530649798185,-9.68984033734395,-2.43999681092256,338,FCI_EXO,USD_clean,TRUE
9,-7.05460749362485,2.32394776051433,0.00259379777112684,-10.8771613963526,-3.23205359089711,337,FCI_EXO,USD_clean,TRUE
10,-7.2835934196909,2.32490667318838,0.00188871327691076,-11.1077245934085,-3.45946224597332,336,FCI_EXO,USD_clean,TRUE
11,-7.43077737138698,2.48729903643648,0.00302749113115589,-11.5220202127824,-3.33953452999154,335,FCI_EXO,USD_clean,TRUE
12,-7.22466031587074,2.53455533145739,0.00464620020108739,-11.3936328455276,-3.05568778621387,334,FCI_EXO,USD_clean,TRUE
13,-6.19589506920882,2.55154152845408,0.0157173541160233,-10.3928074066038,-1.99898273181382,333,FCI_EXO,USD_clean,TRUE
14,-5.71176177549794,2.45683220179063,0.020703391036597,-9.75289113342442,-1.67063241757146,332,FCI_EXO,USD_clean,TRUE
15,-5.59837976351059,2.45753907558596,0.0233830205096184,-9.64067182536311,-1.55608770165806,331,FCI_EXO,USD_clean,TRUE
16,-5.24811899935811,2.51357074169816,0.037598548700531,-9.38257495043943,-1.1136630482768,330,FCI_EXO,USD_clean,TRUE
17,-4.26859850929968,2.48767621982359,0.0871546766583156,-8.36046176215743,-0.176735256441927,329,FCI_EXO,USD_clean,TRUE
18,-3.69660084449968,2.57478346977641,0.152075467682987,-7.9317427733761,0.538541084376754,328,FCI_EXO,USD_clean,TRUE
19,-3.52755248117172,2.66156546541124,0.186006704927919,-7.90543809032218,0.850333127978733,327,FCI_EXO,USD_clean,TRUE
20,-3.09739348709963,2.70697503255938,0.253398302604076,-7.549971187472,1.35518421327274,326,FCI_EXO,USD_clean,TRUE
21,-2.09051713757088,2.70460366090653,0.440134788670044,-6.53919427867921,2.35816000353745,325,FCI_EXO,USD_clean,TRUE
22,-1.45880688138414,2.76188821782445,0.597740452338549,-6.00170873370722,3.08409497093895,324,FCI_EXO,USD_clean,TRUE
23,-0.843796530643385,2.69774331343112,0.754657792888815,-5.28118940432465,3.59359634303788,323,FCI_EXO,USD_clean,TRUE
24,-0.915819140258374,2.78794096613055,0.742759991479924,-5.5015739501248,3.66993566960805,322,FCI_EXO,USD_clean,TRUE
